author,published_at,like_count,text,public,video_id,text_clean,text_normalized,text_final,label
@NgomonginUang,2026-03-25T11:43:52Z,1,Terima kasih sudah ikut menyimak ya 😊 kalo menurut kamu gimana ideal nya program ini?,True,lmcwEO9Lqe8,terima kasih sudah ikut menyimak ya kalo menurut kamu gimana ideal nya program ini,terima kasih sudah ikut menyimak ya kalo menurut kamu gimana ideal nya program ini,terima kasih menyimak kalo gimana ideal program,Positif
@asepmuhamadmiftahudin7292,2026-03-25T13:14:56Z,2,"​@NgomonginUangsangat menjadi solusi ekonomi, banyak infrastruktur itu sebenar nya cair dari pusat cuma anggaran di desa2, camat2, dan di kab2 nya banyak di korup, kalo ga di korup tuh anggaran dari pusat harus nya sudah banyak infrastruktur dan jalan2 yg sudah bagus",True,lmcwEO9Lqe8,menjadi solusi ekonomi banyak infrastruktur itu sebenar nya cair dari pusat cuma anggaran di desa camat dan di kab nya banyak di korup kalo ga di korup tuh anggaran dari pusat harus nya sudah banyak infrastruktur dan jalan yg sudah bagus,menjadi solusi ekonomi banyak infrastruktur itu sebenar nya cair dari pusat cuma anggaran di desa camat dan di kab nya banyak di korup kalo tidak di korup itu anggaran dari pusat harus nya sudah banyak infrastruktur dan jalan yang sudah bagus,solusi ekonomi infrastruktur sebenar cair pusat anggaran desa camat kab korup kalo korup anggaran pusat infrastruktur jalan bagus,Positif
@asepmuhamadmiftahudin7292,2026-03-25T13:15:49Z,0,Liat aja perbedaan Jawabarat setelah di pimpin kdm tau lah perbedaan nya,True,lmcwEO9Lqe8,liat aja perbedaan jawabarat setelah di pimpin kdm tau lah perbedaan nya,liat saja perbedaan jawabarat setelah di pimpin kdm tau lah perbedaan nya,liat perbedaan jawabarat pimpin kdm tau perbedaan,Tidak Berlabel
@suburmakmurrr,2026-03-25T14:12:59Z,0,"Tidak ada negara Asia yang berhasil menjadi negara maju tanpa memulai dari program gizi massal dulu. 

Kita ambil contoh Jepang, Korea Selatan dan Singapura , mereka juga punya program MBG.

Bahkan sebelum bicara kurikulum, guru, atau teknologi pendidikan , mereka memperbaiki nutrisi otak warganya dulu dengan program MBG.

Apakah negara-negara sukses itu pernah mengalami masalah yang sama dengan Indonesia?

Sudah pasti 100% iya.

Masalah seperti korupsi pengadaan, makanan basi, menu miskin gizi, distribusi tidak merata, kualitas vendor buruk, sarana dapur minim, logistik terganggu

Semua negara pernah mengalaminya

Tapi Programnya bukan dihentikan tapi justru diperbaiki terus-menerus hingga mencapai standar tinggi.

Jepang, Korea, Singapura, Vietnam semua berhasil karena mereka memandang program makan bergizi sebagai INVESTASI, bukan belanja sosial.

Indonesia adalah kisah sukses berikutnya.",True,lmcwEO9Lqe8,tidak ada negara asia yang berhasil menjadi negara maju tanpa memulai dari program gizi massal dulu kita ambil contoh jepang korea selatan dan singapura mereka juga punya program mbg bahkan sebelum bicara kurikulum guru atau teknologi pendidikan mereka memperbaiki nutrisi otak warganya dulu dengan program mbg apakah negara negara sukses itu pernah mengalami masalah yang sama dengan indonesia sudah pasti iya masalah seperti korupsi pengadaan makanan basi menu miskin gizi distribusi tidak merata kualitas vendor buruk sarana dapur minim logistik terganggu semua negara pernah mengalaminya tapi programnya bukan dihentikan tapi justru diperbaiki terus menerus hingga mencapai standar tinggi jepang korea singapura vietnam semua berhasil karena mereka memandang program makan bergizi sebagai investasi bukan belanja sosial indonesia adalah kisah sukses berikutnya,tidak ada negara asia yang berhasil menjadi negara maju tanpa memulai dari program gizi massal dulu kita ambil contoh jepang korea selatan dan singapura mereka juga punya program makan bergizi gratis bahkan sebelum bicara kurikulum guru atau teknologi pendidikan mereka memperbaiki nutrisi otak warganya dulu dengan program makan bergizi gratis apakah negara negara sukses itu pernah mengalami masalah yang sama dengan indonesia sudah pasti iya masalah seperti korupsi pengadaan makanan basi menu miskin gizi distribusi tidak merata kualitas vendor buruk sarana dapur minim logistik terganggu semua negara pernah mengalaminya tapi programnya bukan dihentikan tapi justru diperbaiki terus menerus hingga mencapai standar tinggi jepang korea singapura vietnam semua berhasil karena mereka memandang program makan bergizi sebagai investasi bukan belanja sosial indonesia adalah kisah sukses berikutnya,negara asia berhasil negara maju program gizi massal ambil contoh jepang korea selatan singapura program makan bergizi gratis bicara kurikulum guru teknologi pendidikan memperbaiki nutrisi otak warganya program makan bergizi gratis negara negara sukses mengalami indonesia iya korupsi pengadaan makanan basi menu miskin gizi distribusi merata kualitas vendor buruk sarana dapur minim logistik terganggu negara mengalaminya programnya dihentikan diperbaiki menerus mencapai standar tinggi jepang korea singapura vietnam berhasil memandang program makan bergizi investasi belanja sosial indonesia kisah sukses,Positif
@gotojapan-h1q,2026-03-25T15:07:56Z,1,​@NgomonginUang tnggu dlu ngomu harus ngeliat perspektif dari yang lain dulu kalo dari saya mbg ini bagus dan sangat baik program nya untuk tetangga saya yang miskin/kurang mampu dia bisa ngumpulin uang nya untuk kebutuhan hal lain😢,True,lmcwEO9Lqe8,tnggu dlu ngomu harus ngeliat perspektif dari yang lain dulu kalo dari saya mbg ini bagus dan sangat baik program nya untuk tetangga saya yang miskin kurang mampu dia bisa ngumpulin uang nya untuk kebutuhan hal lain,tnggu dlu ngomu harus ngeliat perspektif dari yang lain dulu kalo dari saya makan bergizi gratis ini bagus dan sangat baik program nya untuk tetangga saya yang miskin kurang mampu dia bisa ngumpulin uang nya untuk kebutuhan hal lain,tnggu dlu ngomu ngeliat perspektif kalo makan bergizi gratis bagus program tetangga miskin ngumpulin uang kebutuhan,Positif
@danmuaythay1752,2026-03-25T11:40:59Z,0,"Bahkan Ada Yg Memposting keuntungan Sehari Rp 6 Juta, Apakah Itu Benar.",True,lmcwEO9Lqe8,bahkan ada yg memposting keuntungan sehari rp juta apakah itu benar,bahkan ada yang memposting keuntungan sehari rp juta apakah itu benar,memposting keuntungan sehari rp juta,Tidak Berlabel
@NgomonginUang,2026-03-25T11:45:47Z,2,"Nah ini.. terakhir kabar nya, SPPG yang beliau kelola malah ditutup akibat isu IPAL",True,lmcwEO9Lqe8,nah ini terakhir kabar nya sppg yang beliau kelola malah ditutup akibat isu ipal,nah ini terakhir kabar nya sppg yang beliau kelola malah ditutup akibat isu ipal,kabar sppg beliau kelola ditutup akibat isu ipal,Tidak Berlabel
@bakatquapa,2026-03-25T11:40:09Z,15,Benar benar keserap sama kontraktor cateringan,True,lmcwEO9Lqe8,benar benar keserap sama kontraktor cateringan,benar benar keserap sama kontraktor cateringan,keserap kontraktor cateringan,Tidak Berlabel
@NgomonginUang,2026-03-25T11:45:09Z,3,"Yang lagi rame, katanya sehari 6juta.. maka kontraktor nya joget joget 😅",True,lmcwEO9Lqe8,yang lagi rame katanya sehari juta maka kontraktor nya joget joget,yang lagi rame katanya sehari juta maka kontraktor nya joget joget,rame sehari juta kontraktor joget joget,Tidak Berlabel
@Sukseske3,2026-03-26T07:38:17Z,2,​@NgomonginUangjangan lupakan rakyat jelata kak 😂,True,lmcwEO9Lqe8,lupakan rakyat jelata kak,lupakan rakyat jelata kak,lupakan rakyat jelata,Tidak Berlabel
@elwanwijatmoko6931,2026-03-27T01:59:14Z,1,"MBG salah sasaran karena yang sudah kaya juga mendapatkan jatah, bahkan infonya semua guru PNS juga mendapat jatah????
Makanya perlu di evaluasi sasarannya harus tepat..",True,lmcwEO9Lqe8,mbg salah sasaran karena yang sudah kaya juga mendapatkan jatah bahkan infonya semua guru pns juga mendapat jatah makanya perlu di evaluasi sasarannya harus tepat,makan bergizi gratis salah sasaran karena yang sudah kaya juga mendapatkan jatah bahkan infonya semua guru pns juga mendapat jatah makanya perlu di evaluasi sasarannya harus tepat,makan bergizi gratis salah sasaran kaya jatah infonya guru pns jatah evaluasi sasarannya,Negatif
@champurantv,2026-03-29T00:27:16Z,0,​@NgomonginUanglebih dari 6 juta sehari. Saya dapat bocoran dai ordal di sini,True,lmcwEO9Lqe8,dari juta sehari saya dapat bocoran dai ordal di sini,dari juta sehari saya dapat bocoran dai ordal di sini,juta sehari bocoran dai ordal,Tidak Berlabel
@SanDIYkid,2026-03-25T11:40:02Z,0,Presiden tau nya satu dapur satu hari satu sapi 😓,True,lmcwEO9Lqe8,presiden tau nya satu dapur satu hari satu sapi,presiden tau nya satu dapur satu hari satu sapi,presiden tau dapur sapi,Tidak Berlabel
@NgomonginUang,2026-03-25T11:47:09Z,0,😅 semoga beliau jadi lebih sering meninjau untuk kedepannya,True,lmcwEO9Lqe8,semoga beliau jadi lebih sering meninjau untuk kedepannya,semoga beliau jadi lebih sering meninjau untuk kedepannya,semoga beliau meninjau kedepannya,Positif
@ibralubis547,2026-03-25T11:39:44Z,0,Apakah mbg itu ada buruknya,True,lmcwEO9Lqe8,apakah mbg itu ada buruknya,apakah makan bergizi gratis itu ada buruknya,makan bergizi gratis buruknya,Negatif
@supertini,2026-03-25T11:39:11Z,6,"narasinya emg baik, tapi realitanya malah jadi ladang korupsi. pengawasannya minim, bahkan penanggungjawabnya juga gamau milih dari profesi ahli gizi kan jadi gimana mau tau tujuannya udah tercapai atau belum",True,lmcwEO9Lqe8,narasinya emg baik tapi realitanya malah jadi ladang korupsi pengawasannya minim bahkan penanggungjawabnya juga gamau milih dari profesi ahli gizi kan jadi gimana mau tau tujuannya udah tercapai atau belum,narasinya memang baik tapi realitanya malah jadi ladang korupsi pengawasannya minim bahkan penanggungjawabnya juga gamau milih dari profesi ahli gizi kan jadi gimana mau tau tujuannya sudah tercapai atau belum,narasinya realitanya ladang korupsi pengawasannya minim penanggungjawabnya gamau milih profesi ahli gizi gimana tau tujuannya tercapai,Negatif
@NgomonginUang,2026-03-25T11:46:30Z,1,Jadii.. gimana kalo menurut kamu ideal nya program ini?? Mari berdiskusi 😁,True,lmcwEO9Lqe8,jadii gimana kalo menurut kamu ideal nya program ini mari berdiskusi,jadii gimana kalo menurut kamu ideal nya program ini mari berdiskusi,jadii gimana kalo ideal program mari berdiskusi,Pertanyaan
@VnityEdukasi,2026-03-25T13:51:10Z,1,"​@NgomonginUang idealnya rakyat miskin gratis, dan yang mampu membayar tapi di ringankan dengan subsidi supaya kelas menengah tidak terlalu tertekan..",True,lmcwEO9Lqe8,idealnya rakyat miskin gratis dan yang mampu membayar tapi di ringankan dengan subsidi supaya kelas menengah tidak terlalu tertekan,idealnya rakyat miskin gratis dan yang mampu membayar tapi di ringankan dengan subsidi supaya kelas menengah tidak terlalu tertekan,idealnya rakyat miskin gratis membayar ringankan subsidi kelas menengah tertekan,Tidak Berlabel
@NgomonginUang,2026-03-25T23:17:22Z,0,"Ini menarik,
Kalau bisa dibedakan berdasarkan kemampuan, memang bisa bikin program lebih “tepat guna”.
Cuma biasanya PR terbesarnya: siapa yang berhak, dan gimana cara nentuin itu secara akurat",True,lmcwEO9Lqe8,ini menarik kalau bisa dibedakan berdasarkan kemampuan memang bisa bikin program lebih tepat guna cuma biasanya pr terbesarnya siapa yang berhak dan gimana cara nentuin itu secara akurat,ini menarik kalau bisa dibedakan berdasarkan kemampuan memang bisa bikin program lebih tepat guna cuma biasanya pr terbesarnya siapa yang berhak dan gimana cara nentuin itu secara akurat,menarik dibedakan berdasarkan kemampuan bikin program pr terbesarnya berhak gimana nentuin akurat,Pertanyaan
@VnityEdukasi,2026-03-26T19:35:21Z,0,"kalau soal itu pihak sekolah dan dinsos yang menentukan, supaya data yang mampu dan kurang mampu sinkron.. kan sudah ada program KIP harus nya pendataan rakyat kurang mampu sudah tercatat, desil 1-5 gratis harusnya pemerintah sudah ada data nya kalau ada masyarakat yang belum tercatat kurang mampu, orang tua bisa mengajukan ke pihak sekolah untuk. di gratiskan MBG nya...
NOTE : yang gratis aja udah banyak problematik nya, apalagi yang bayar..
narasi nya pasti udah bayar di korupsi juga😂",True,lmcwEO9Lqe8,kalau soal itu pihak sekolah dan dinsos yang menentukan supaya data yang mampu dan kurang mampu sinkron kan sudah ada program kip harus nya pendataan rakyat kurang mampu sudah tercatat desil gratis harusnya pemerintah sudah ada data nya kalau ada masyarakat yang belum tercatat kurang mampu orang tua bisa mengajukan ke pihak sekolah untuk di gratiskan mbg nya note yang gratis aja udah banyak problematik nya apalagi yang bayar narasi nya pasti udah bayar di korupsi juga,kalau soal itu pihak sekolah dan dinsos yang menentukan supaya data yang mampu dan kurang mampu sinkron kan sudah ada program kip harus nya pendataan rakyat kurang mampu sudah tercatat desil gratis harusnya pemerintah sudah ada data nya kalau ada masyarakat yang belum tercatat kurang mampu orang tua bisa mengajukan ke pihak sekolah untuk di gratiskan makan bergizi gratis nya note yang gratis saja sudah banyak problematik nya apalagi yang bayar narasi nya pasti sudah bayar di korupsi juga,sekolah dinsos menentukan data sinkron program kip pendataan rakyat tercatat desil gratis pemerintah data masyarakat tercatat tua mengajukan sekolah gratiskan makan bergizi gratis note gratis problematik bayar narasi bayar korupsi,Negatif
@PembacaAlam,2026-03-27T14:06:44Z,0,"Menurut saya, cara efektif untuk membedakan antara rakyat mampu atau tidak adalah dengan program digitalisasi keuangan yang terhubung dengan KTP, 

sebagaimana kartu ATM, jadi setiap transaksi perekonomian masyarakat nya akan terekam dalam KTP tersebut dan sistem langsung otomatis memisahkan antara data masyarakat mampu dan tidak yang layak untuk menerima bantuan sosial,

Namun sistem tersebut dapat dijalankan dengan syarat keamanan data harus terjamin, setiap transaksi harus menggunakan verifikasi 2 langkah, setiap orang hanya boleh punya 1 kartu identitas dan sistem nya harus dapat mencegah otomatis upaya pemalsuan identitas palsu",True,lmcwEO9Lqe8,menurut saya cara efektif untuk membedakan antara rakyat mampu atau tidak adalah dengan program digitalisasi keuangan yang terhubung dengan ktp sebagaimana kartu atm jadi setiap transaksi perekonomian masyarakat nya akan terekam dalam ktp tersebut dan sistem langsung otomatis memisahkan antara data masyarakat mampu dan tidak yang layak untuk menerima bantuan sosial namun sistem tersebut dapat dijalankan dengan syarat keamanan data harus terjamin setiap transaksi harus menggunakan verifikasi langkah setiap orang hanya boleh punya kartu identitas dan sistem nya harus dapat mencegah otomatis upaya pemalsuan identitas palsu,menurut saya cara efektif untuk membedakan antara rakyat mampu atau tidak adalah dengan program digitalisasi keuangan yang terhubung dengan ktp sebagaimana kartu atm jadi setiap transaksi perekonomian masyarakat nya akan terekam dalam ktp tersebut dan sistem langsung otomatis memisahkan antara data masyarakat mampu dan tidak yang layak untuk menerima bantuan sosial namun sistem tersebut dapat dijalankan dengan syarat keamanan data harus terjamin setiap transaksi harus menggunakan verifikasi langkah setiap orang hanya boleh punya kartu identitas dan sistem nya harus dapat mencegah otomatis upaya pemalsuan identitas palsu,efektif membedakan rakyat program digitalisasi keuangan terhubung ktp kartu atm transaksi perekonomian masyarakat terekam ktp sistem otomatis memisahkan data masyarakat layak menerima bantuan sosial sistem dijalankan syarat keamanan data terjamin transaksi verifikasi langkah kartu identitas sistem mencegah otomatis upaya pemalsuan identitas palsu,Netral
@robirob8708,2026-03-25T11:37:07Z,0,"kebijakan populis kadung udah koar koar saat kampanye,tanpa memperhitungkan kemampuan APBN",True,lmcwEO9Lqe8,kebijakan populis kadung udah koar koar saat kampanye tanpa memperhitungkan kemampuan apbn,kebijakan populis kadung sudah koar koar saat kampanye tanpa memperhitungkan kemampuan apbn,kebijakan populis kadung koar koar kampanye memperhitungkan kemampuan apbn,Tidak Berlabel
@NgomonginUang,2026-03-25T11:47:26Z,0,Jadii.. ideal nya gimana kalo menurut kamu? 🤔🍵,True,lmcwEO9Lqe8,jadii ideal nya gimana kalo menurut kamu,jadii ideal nya gimana kalo menurut kamu,jadii ideal gimana kalo,Pertanyaan
